"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15189","should login with valid credentials","","Wed Jun 04 19:27:32 GMT-03:00 2025","passed","Wed Jun 04 19:27:47 GMT-03:00 2025","","My Login application","",""
